,ID
1240,CPCT02040250T
1241,CPCT02040251T
1242,CPCT02040254T
1243,CPCT02040255T
1244,CPCT02040257T
1245,CPCT02040258T
1246,CPCT02040264T
1247,CPCT02040266T
1248,CPCT02040267T
1249,CPCT02040269T
1250,CPCT02040271T
1251,CPCT02040273T
1252,CPCT02040280T
1253,CPCT02040280TII
1254,CPCT02040282T
1255,CPCT02040283T
1256,CPCT02040286T
1257,CPCT02040290T
1258,CPCT02040291T
1259,CPCT02040292T
1260,CPCT02040294T
1261,CPCT02040295T
1262,CPCT02040298T
1263,CPCT02040299T
1264,CPCT02040299TII
1265,CPCT02040301T
1266,CPCT02040302T
1267,CPCT02040306T
1268,CPCT02040307T
1269,CPCT02040312T
1270,CPCT02040315T
1271,CPCT02040316T
1272,CPCT02040320T
1273,CPCT02040321T
1274,CPCT02040323T
1275,CPCT02040325T
1276,CPCT02040329T
1277,CPCT02040331T
1278,CPCT02040334T
1279,CPCT02040337T
1280,CPCT02040338T
1281,CPCT02040340T
1282,CPCT02040341T
1283,CPCT02040342T
1284,CPCT02040343T
1285,CPCT02050004T
1286,CPCT02050007T
1287,CPCT02050011T
1288,CPCT02050013T
1289,CPCT02050014T
1290,CPCT02050018T
1291,CPCT02050019T
1292,CPCT02050021T
1293,CPCT02050022T
1294,CPCT02050024T
1295,CPCT02050026T
1296,CPCT02050027T
1297,CPCT02050028T
1298,CPCT02050029T
1299,CPCT02050031T
1300,CPCT02050032T
1301,CPCT02050034T
1302,CPCT02050035T
1303,CPCT02050037T
1304,CPCT02050038T
1305,CPCT02050040T
1306,CPCT02050041T
1307,CPCT02050043T
1308,CPCT02050045T
1309,CPCT02050046T
1310,CPCT02050047T
1311,CPCT02050048T
1312,CPCT02050051T
1313,CPCT02050052T
1314,CPCT02050052TII
1315,CPCT02050053T
1316,CPCT02050055T
1317,CPCT02050055TII
1318,CPCT02050056T
1319,CPCT02050057T
1320,CPCT02050058T
1321,CPCT02050060T
1322,CPCT02050061T
1323,CPCT02050063T
1324,CPCT02050068T
1325,CPCT02050070T
1326,CPCT02050071T
1327,CPCT02050073T
1328,CPCT02050073TII
1329,CPCT02050074T
1330,CPCT02050075T
1331,CPCT02050077T
1332,CPCT02050079T
1333,CPCT02050079TII
1334,CPCT02050082T
1335,CPCT02050085T
1336,CPCT02050086T
1337,CPCT02050087T
1338,CPCT02050088T
1339,CPCT02050089T
1340,CPCT02050091T
1341,CPCT02050092T
1342,CPCT02050093T
1343,CPCT02050095T
1344,CPCT02050096T
1345,CPCT02050097T
1346,CPCT02050100T
1347,CPCT02050103T
1348,CPCT02050104T
1349,CPCT02050106T
1350,CPCT02050107T
1351,CPCT02050108T
1352,CPCT02050109T
1353,CPCT02050110T
1354,CPCT02050113T
1355,CPCT02050114T
1356,CPCT02050115T
1357,CPCT02050117T
1358,CPCT02050118T
1359,CPCT02050120T
1360,CPCT02050124T
1361,CPCT02050127T
1362,CPCT02050128T
1363,CPCT02050133T
1364,CPCT02050135T
1365,CPCT02050138T
1366,CPCT02050139T
1367,CPCT02050141T
1368,CPCT02050143T
1369,CPCT02050146T
1370,CPCT02050148T
1371,CPCT02050149T
1372,CPCT02050151T
1373,CPCT02050156T
1374,CPCT02050157T
1375,CPCT02050158T
1376,CPCT02050159T
1377,CPCT02050160T
1378,CPCT02050161T
1379,CPCT02050163T
1380,CPCT02050164T
1381,CPCT02050166T
1382,CPCT02050168T
1383,CPCT02050170T
1384,CPCT02050172T
1385,CPCT02050174T
1386,CPCT02050175T
1387,CPCT02050176T
1388,CPCT02050179T
1389,CPCT02050181T
1390,CPCT02050182T
1391,CPCT02050183T
1392,CPCT02050184T
1393,CPCT02050186T
1394,CPCT02050187T
1395,CPCT02050193T
1396,CPCT02050194T
1397,CPCT02050195T
1398,CPCT02050199T
1399,CPCT02050202T
1400,CPCT02050203T
1401,CPCT02050209T
1402,CPCT02050210T
1403,CPCT02050211T
1404,CPCT02050212T
1405,CPCT02050213T
1406,CPCT02050214T
1407,CPCT02050215T
1408,CPCT02050216T
1409,CPCT02050217T
1410,CPCT02050218T
1411,CPCT02050220T
1412,CPCT02050223T
1413,CPCT02050224T
1414,CPCT02050225T
1415,CPCT02050225TII
1416,CPCT02050227T
1417,CPCT02050232T
1418,CPCT02050233T
1419,CPCT02050234T
1420,CPCT02050235T
1421,CPCT02050236T
1422,CPCT02050238T
1423,CPCT02050239T
1424,CPCT02050240T
1425,CPCT02050241T
1426,CPCT02050243T
1427,CPCT02050244T
1428,CPCT02050245T
1429,CPCT02050246T
1430,CPCT02050249T
1431,CPCT02050250T
1432,CPCT02050251T
1433,CPCT02050254T
1434,CPCT02050256T
1435,CPCT02050258T
1436,CPCT02050259T
1437,CPCT02050260T
1438,CPCT02050261T
1439,CPCT02050263T
1440,CPCT02050268T
1441,CPCT02050269T
1442,CPCT02050276T
1443,CPCT02050276TII
1444,CPCT02050278T
1445,CPCT02050279T
1446,CPCT02050280T
1447,CPCT02050281T
1448,CPCT02050283T
1449,CPCT02050285T
1450,CPCT02050286T
1451,CPCT02050287T
1452,CPCT02050288T
1453,CPCT02050289T
1454,CPCT02050291T
1455,CPCT02050294T
1456,CPCT02050295T
1457,CPCT02050296T
1458,CPCT02050297T
1459,CPCT02050299T
1460,CPCT02050300T
1461,CPCT02050301T
1462,CPCT02050304T
1463,CPCT02050307T
1464,CPCT02050308T
1465,CPCT02050309T
1466,CPCT02050310T
1467,CPCT02050312T
1468,CPCT02050314T
1469,CPCT02050315T
1470,CPCT02050317T
1471,CPCT02050319T
1472,CPCT02050321T
1473,CPCT02050322T
1474,CPCT02050325T
1475,CPCT02050327T
1476,CPCT02050329T
1477,CPCT02050330T
1478,CPCT02050331T
1479,CPCT02050332T
1480,CPCT02050333T
1481,CPCT02050335T
1482,CPCT02050337T
1483,CPCT02050338T
1484,CPCT02050339T
1485,CPCT02050341T
1486,CPCT02050343T
1487,CPCT02050344T
1488,CPCT02050346T
1489,CPCT02050347T
1490,CPCT02050348T
1491,CPCT02050349T
1492,CPCT02050351T
1493,CPCT02050351TII
1494,CPCT02050352T
1495,CPCT02050354T
1496,CPCT02050355T
1497,CPCT02050356T
1498,CPCT02050357T
1499,CPCT02050358T
1500,CPCT02050359T
1501,CPCT02050360T
1502,CPCT02050362T
1503,CPCT02050364T
1504,CPCT02050365T
1505,CPCT02050367T
1506,CPCT02050370T
1507,CPCT02050371T
1508,CPCT02050373T
1509,CPCT02050375T
1510,CPCT02050376T
1511,CPCT02050380T
1512,CPCT02050383T
1513,CPCT02050384T
1514,CPCT02050385T
1515,CPCT02050386T
1516,CPCT02050387T
1517,CPCT02050389T
1518,CPCT02050390T
1519,CPCT02050391T
1520,CPCT02050392T
1521,CPCT02050395T
1522,CPCT02050396T
1523,CPCT02050397T
1524,CPCT02050398T
1525,CPCT02050399T
1526,CPCT02050402T
1527,CPCT02050403T
1528,CPCT02050404T
1529,CPCT02050405T
1530,CPCT02050407T
1531,CPCT02050409T
1532,CPCT02050411T
1533,CPCT02050412T
1534,CPCT02050414T
1535,CPCT02050415T
1536,CPCT02050418T
1537,CPCT02050421T
1538,CPCT02050424T
1539,CPCT02050427T
1540,CPCT02050431T
1541,CPCT02050432T
1542,CPCT02050434T
1543,CPCT02050436T
1544,CPCT02050437T
1545,CPCT02050438T
1546,CPCT02050439T
1547,CPCT02050440T
1548,CPCT02050441T
1549,CPCT02050442T
1550,CPCT02050443T
1551,CPCT02050445T
1552,CPCT02050447T
1553,CPCT02050450T
1554,CPCT02060006T
1555,CPCT02060010T
1556,CPCT02060011T
1557,CPCT02060013T
1558,CPCT02060015T
1559,CPCT02060018T
1560,CPCT02060022T
1561,CPCT02060029T
1562,CPCT02060035T
1563,CPCT02060039T
1564,CPCT02060042T
1565,CPCT02060044T
1566,CPCT02060045T
1567,CPCT02060046T
1568,CPCT02060050T
1569,CPCT02060053T
1570,CPCT02060054T
1571,CPCT02060056T
1572,CPCT02060058T
1573,CPCT02060059T
1574,CPCT02060061T
1575,CPCT02060066T
1576,CPCT02060067T
1577,CPCT02060070T
1578,CPCT02060071T
1579,CPCT02060072T
1580,CPCT02060073T
1581,CPCT02060075T
1582,CPCT02060082T
1583,CPCT02060086T
1584,CPCT02060088T
1585,CPCT02060089T
1586,CPCT02060092T
1587,CPCT02060093T
1588,CPCT02060094T
1589,CPCT02060096T
1590,CPCT02060103T
1591,CPCT02060104T
1592,CPCT02060105T
1593,CPCT02060107T
1594,CPCT02060108T
1595,CPCT02060110T
1596,CPCT02060111T
1597,CPCT02060112T
1598,CPCT02060114T
1599,CPCT02060116T
1600,CPCT02060117T
1601,CPCT02060118T
1602,CPCT02060119T
1603,CPCT02060120T
1604,CPCT02060121T
1605,CPCT02060124T
1606,CPCT02060126T
1607,CPCT02060127T
1608,CPCT02060128T
1609,CPCT02060129T
1610,CPCT02060130T
1611,CPCT02060135T
1612,CPCT02060136T
1613,CPCT02060138T
1614,CPCT02060142T
1615,CPCT02060147T
1616,CPCT02060149T
1617,CPCT02060150T
1618,CPCT02060155T
1619,CPCT02060156T
1620,CPCT02060160T
1621,CPCT02060161T
1622,CPCT02060163T
1623,CPCT02060166T
1624,CPCT02060167T
1625,CPCT02060168T
1626,CPCT02060179T
1627,CPCT02060181T
1628,CPCT02060182T
1629,CPCT02060183T
1630,CPCT02060191T
1631,CPCT02060192T
1632,CPCT02060196T
1633,CPCT02060197T
1634,CPCT02060199T
1635,CPCT02060200T
1636,CPCT02060201T
1637,CPCT02060210T
1638,CPCT02060211T
1639,CPCT02060213T
1640,CPCT02060214T
1641,CPCT02060220T
1642,CPCT02060221T
1643,CPCT02060222T
1644,CPCT02060224T
1645,CPCT02060225T
1646,CPCT02060226T
1647,CPCT02060228T
1648,CPCT02060230T
1649,CPCT02060231T
1650,CPCT02060235T
1651,CPCT02060236T
1652,CPCT02060237T
1653,CPCT02060239T
1654,CPCT02060240T
1655,CPCT02060241T
1656,CPCT02060242T
1657,CPCT02060245T
1658,CPCT02060246T
1659,CPCT02060247T
1660,CPCT02060248T
1661,CPCT02060249T
1662,CPCT02060251T
1663,CPCT02060253T
1664,CPCT02060254T
1665,CPCT02060255T
1666,CPCT02060256T
1667,CPCT02060257T
1668,CPCT02060258T
1669,CPCT02060259T
1670,CPCT02060261T
1671,CPCT02060264T
1672,CPCT02060265T
1673,CPCT02060268T
1674,CPCT02060269T
1675,CPCT02060272T
1676,CPCT02060274T
1677,CPCT02060275T
1678,CPCT02060276T
1679,CPCT02060277T
1680,CPCT02060278T
1681,CPCT02060279T
1682,CPCT02060282T
1683,CPCT02060285T
1684,CPCT02060286T
1685,CPCT02060288T
1686,CPCT02060289T
1687,CPCT02060290T
1688,CPCT02060291T
1689,CPCT02060292T
1690,CPCT02060294T
1691,CPCT02070001T
1692,CPCT02070007T
1693,CPCT02070008T
1694,CPCT02070009T
1695,CPCT02070010T
1696,CPCT02070011T
1697,CPCT02070013T
1698,CPCT02070015T
1699,CPCT02070020T
1700,CPCT02070021T
1701,CPCT02070023T
1702,CPCT02070023TII
1703,CPCT02070024T
1704,CPCT02070027T
1705,CPCT02070030T
1706,CPCT02070032T
1707,CPCT02070033T
1708,CPCT02070034T
1709,CPCT02070035T
1710,CPCT02070036T
1711,CPCT02070037T
1712,CPCT02070038T
1713,CPCT02070039T
1714,CPCT02070040T
1715,CPCT02070041T
1716,CPCT02070043T
1717,CPCT02070044T
1718,CPCT02070046T
1719,CPCT02070049T
1720,CPCT02070051T
1721,CPCT02070053T
1722,CPCT02070055T
1723,CPCT02070055TII
1724,CPCT02070057T
1725,CPCT02070058T
1726,CPCT02070060T
1727,CPCT02070064T
1728,CPCT02070064TII
1729,CPCT02070064TIII
1730,CPCT02070065T
1731,CPCT02070066T
1732,CPCT02070068T
1733,CPCT02070069T
1734,CPCT02070069TII
1735,CPCT02070070T
1736,CPCT02070074T
1737,CPCT02070075T
1738,CPCT02070078T
1739,CPCT02070080T
1740,CPCT02070082T
1741,CPCT02070085TII
1742,CPCT02070086T
1743,CPCT02070087T
1744,CPCT02070091T
1745,CPCT02070092T
1746,CPCT02070094T
1747,CPCT02070095T
1748,CPCT02070096T
1749,CPCT02070098T
1750,CPCT02070100T
1751,CPCT02070101T
1752,CPCT02070102T
1753,CPCT02070105T
1754,CPCT02070106T
1755,CPCT02070107T
1756,CPCT02070107TII
1757,CPCT02070108T
1758,CPCT02070110T
1759,CPCT02070111T
1760,CPCT02070117T
1761,CPCT02070120T
1762,CPCT02070122T
1763,CPCT02070125T
1764,CPCT02070127T
1765,CPCT02070128T
1766,CPCT02070130T
1767,CPCT02070130TII
1768,CPCT02070131T
1769,CPCT02070132T
1770,CPCT02070133T
1771,CPCT02070134T
1772,CPCT02070135T
1773,CPCT02070139T
1774,CPCT02070140T
1775,CPCT02070141T
1776,CPCT02070142T
1777,CPCT02070143T
1778,CPCT02070144T
1779,CPCT02070145T
1780,CPCT02070147TII
1781,CPCT02070148T
1782,CPCT02070149T
1783,CPCT02070151T
1784,CPCT02070153T
1785,CPCT02070154T
1786,CPCT02070154TII
1787,CPCT02070156T
1788,CPCT02070158T
1789,CPCT02070159T
1790,CPCT02070161T
1791,CPCT02070162T
1792,CPCT02070164T
1793,CPCT02070167T
1794,CPCT02070168T
1795,CPCT02070169T
1796,CPCT02070171T
1797,CPCT02070172T
1798,CPCT02070174T
1799,CPCT02070174TII
1800,CPCT02070176T
1801,CPCT02070177T
1802,CPCT02070181T
1803,CPCT02070185T
1804,CPCT02070187T
1805,CPCT02070188T
1806,CPCT02070190T
1807,CPCT02070192T
1808,CPCT02070193T
1809,CPCT02070194T
1810,CPCT02070195T
1811,CPCT02070196T
1812,CPCT02070198T
1813,CPCT02070200T
1814,CPCT02070202T
1815,CPCT02070204T
1816,CPCT02070206T
1817,CPCT02070208T
1818,CPCT02070210T
1819,CPCT02070211T
1820,CPCT02070217T
1821,CPCT02070218T
1822,CPCT02070220T
1823,CPCT02070222T
1824,CPCT02070223T
1825,CPCT02070225T
1826,CPCT02070229T
1827,CPCT02070230T
1828,CPCT02070231T
1829,CPCT02070232T
1830,CPCT02070233T
1831,CPCT02070234T
1832,CPCT02070235T
1833,CPCT02070236T
1834,CPCT02070237T
1835,CPCT02070239T
1836,CPCT02070241T
1837,CPCT02070243T
1838,CPCT02070244T
1839,CPCT02070245T
1840,CPCT02070247T
1841,CPCT02070249T
1842,CPCT02070250T
1843,CPCT02070252T
1844,CPCT02070253T
1845,CPCT02070256T
1846,CPCT02070262T
1847,CPCT02070263T
1848,CPCT02070264T
1849,CPCT02070265T
1850,CPCT02070266T
1851,CPCT02070268T
1852,CPCT02070269T
1853,CPCT02070270T
1854,CPCT02070271T
1855,CPCT02070272T
1856,CPCT02070273T
1857,CPCT02070274T
1858,CPCT02070276T
1859,CPCT02070278T
1860,CPCT02070280T
1861,CPCT02070282T
1862,CPCT02070289T
1863,CPCT02070290T
1864,CPCT02070292T
1865,CPCT02070293T
1866,CPCT02070294T
1867,CPCT02070295T
1868,CPCT02070298T
1869,CPCT02070299T
1870,CPCT02070300T
1871,CPCT02070301T
1872,CPCT02070306T
1873,CPCT02070307T
1874,CPCT02070307TII
1875,CPCT02070309T
1876,CPCT02070311T
1877,CPCT02070312T
1878,CPCT02070313T
1879,CPCT02070315T
1880,CPCT02070317T
1881,CPCT02070318T
1882,CPCT02070319T
1883,CPCT02070320T
1884,CPCT02070321T
1885,CPCT02070322T
1886,CPCT02070323T
1887,CPCT02070324T
1888,CPCT02070331T
1889,CPCT02070335T
1890,CPCT02070336T
1891,CPCT02070338T
1892,CPCT02070339T
1893,CPCT02070341T
1894,CPCT02070342T
1895,CPCT02070344T
1896,CPCT02070345T
1897,CPCT02070348T
1898,CPCT02070349T
1899,CPCT02070350T
1900,CPCT02070351T
1901,CPCT02070352T
1902,CPCT02070353T
1903,CPCT02070355T
1904,CPCT02070357T
1905,CPCT02070358T
1906,CPCT02070359T
1907,CPCT02070360T
1908,CPCT02070361T
1909,CPCT02070362T
1910,CPCT02070363T
1911,CPCT02070364T
1912,CPCT02070365T
1913,CPCT02070366T
1914,CPCT02070367T
1915,CPCT02070368T
1916,CPCT02070370T
1917,CPCT02070371T
1918,CPCT02070372T
1919,CPCT02070373T
1920,CPCT02070378T
1921,CPCT02070379T
1922,CPCT02070381T
1923,CPCT02070383T
1924,CPCT02070386T
1925,CPCT02070388T
1926,CPCT02070389T
1927,CPCT02070391T
1928,CPCT02070392T
1929,CPCT02070393T
1930,CPCT02070395T
1931,CPCT02070396T
1932,CPCT02070397T
1933,CPCT02070398T
1934,CPCT02070399T
1935,CPCT02070401T
1936,CPCT02070402T
1937,CPCT02070403T
1938,CPCT02070404T
1939,CPCT02070405T
1940,CPCT02070406T
1941,CPCT02070409T
1942,CPCT02070410T
1943,CPCT02070415T
1944,CPCT02070416T
1945,CPCT02070418T
1946,CPCT02070420T
1947,CPCT02070424T
1948,CPCT02070425T
1949,CPCT02070426T
1950,CPCT02070430T
1951,CPCT02070433T
1952,CPCT02070434T
1953,CPCT02070436T
1954,CPCT02070441T
1955,CPCT02070443T
1956,CPCT02070444T
1957,CPCT02070444TII
1958,CPCT02070445T
1959,CPCT02070446T
1960,CPCT02070447T
1961,CPCT02070449T
1962,CPCT02070450T
1963,CPCT02070452T
1964,CPCT02070454T
1965,CPCT02070459T
1966,CPCT02070463T
1967,CPCT02070465T
1968,CPCT02070466T
1969,CPCT02070466TII
1970,CPCT02070468T
1971,CPCT02070470T
1972,CPCT02070472T
1973,CPCT02070473T
1974,CPCT02070474T
1975,CPCT02070478T
1976,CPCT02070480T
1977,CPCT02070482T
1978,CPCT02070483T
1979,CPCT02070484T
1980,CPCT02070485T
1981,CPCT02070486T
1982,CPCT02070487T
1983,CPCT02070490T
1984,CPCT02070491T
1985,CPCT02080001T
1986,CPCT02080001TII
1987,CPCT02080002T
1988,CPCT02080005T
1989,CPCT02080005TII
1990,CPCT02080006T
1991,CPCT02080014T
1992,CPCT02080014TII
1993,CPCT02080016T
1994,CPCT02080019T
1995,CPCT02080022T
1996,CPCT02080024T
1997,CPCT02080025T
1998,CPCT02080027T
1999,CPCT02080029T
2000,CPCT02080029TII
2001,CPCT02080031T
2002,CPCT02080033T
2003,CPCT02080036T
2004,CPCT02080039T
2005,CPCT02080040T
2006,CPCT02080041T
2007,CPCT02080042T
2008,CPCT02080045T
2009,CPCT02080047T
2010,CPCT02080048T
2011,CPCT02080049T
2012,CPCT02080050T
2013,CPCT02080052T
2014,CPCT02080053T
2015,CPCT02080054T
2016,CPCT02080055T
2017,CPCT02080056T
2018,CPCT02080057T
2019,CPCT02080060T
2020,CPCT02080062T
2021,CPCT02080063T
2022,CPCT02080064T
2023,CPCT02080067T
2024,CPCT02080069T
2025,CPCT02080070T
2026,CPCT02080070TII
2027,CPCT02080072T
2028,CPCT02080073T
2029,CPCT02080075T
2030,CPCT02080076T
2031,CPCT02080077T
2032,CPCT02080078T
2033,CPCT02080078TII
2034,CPCT02080079T
2035,CPCT02080080T
2036,CPCT02080084T
2037,CPCT02080088T
2038,CPCT02080089T
2039,CPCT02080091T
2040,CPCT02080092T
2041,CPCT02080093T
2042,CPCT02080095T
2043,CPCT02080099T
2044,CPCT02080100T
2045,CPCT02080101T
2046,CPCT02080102T
2047,CPCT02080103T
2048,CPCT02080106T
2049,CPCT02080107T
2050,CPCT02080110T
2051,CPCT02080111T
2052,CPCT02080112T
2053,CPCT02080113T
2054,CPCT02080114T
2055,CPCT02080116T
2056,CPCT02080119T
2057,CPCT02080120T
2058,CPCT02080122T
2059,CPCT02080123T
2060,CPCT02080125T
2061,CPCT02080126T
2062,CPCT02080127T
2063,CPCT02080128T
2064,CPCT02080130T
2065,CPCT02080131T
2066,CPCT02080136T
2067,CPCT02080137T
2068,CPCT02080138T
2069,CPCT02080139T
2070,CPCT02080143T
2071,CPCT02080152T
2072,CPCT02080153T
2073,CPCT02080156T
2074,CPCT02080157T
2075,CPCT02080158T
2076,CPCT02080160T
2077,CPCT02080162T
2078,CPCT02080163T
2079,CPCT02080164T
2080,CPCT02080168T
2081,CPCT02080169T
2082,CPCT02080170T
2083,CPCT02080173T
2084,CPCT02080174T
2085,CPCT02080175T
2086,CPCT02080177T
2087,CPCT02080179T
2088,CPCT02080180T
2089,CPCT02080181T
2090,CPCT02080181TII
2091,CPCT02080183T
2092,CPCT02080184T
2093,CPCT02080185T
2094,CPCT02080186T
2095,CPCT02080188T
2096,CPCT02080191T
2097,CPCT02080193T
2098,CPCT02080196T
2099,CPCT02080197T
2100,CPCT02080198T
2101,CPCT02080200T
2102,CPCT02080204T
2103,CPCT02080206T
2104,CPCT02080207T
2105,CPCT02080208T
2106,CPCT02080215T
2107,CPCT02080216T
2108,CPCT02080218T
2109,CPCT02080220T
2110,CPCT02080221T
2111,CPCT02080223T
2112,CPCT02080224T
2113,CPCT02080225T
2114,CPCT02080226T
2115,CPCT02080227T
2116,CPCT02080228T
2117,CPCT02080230T
2118,CPCT02080236T
2119,CPCT02080238T
2120,CPCT02080239T
2121,CPCT02080242T
2122,CPCT02080243T
2123,CPCT02080244T
2124,CPCT02080247T
2125,CPCT02080248T
2126,CPCT02080250T
2127,CPCT02080251T
2128,CPCT02080253T
2129,CPCT02080254T
2130,CPCT02080255T
2131,CPCT02080257T
2132,CPCT02080259T
2133,CPCT02080261T
2134,CPCT02080263T
2135,CPCT02080266T
2136,CPCT02080266TII
2137,CPCT02080269T
2138,CPCT02080270T
2139,CPCT02080271T
2140,CPCT02080273T
2141,CPCT02080275T
2142,CPCT02080280T
2143,CPCT02080281T
2144,CPCT02080282T
2145,CPCT02080283T
2146,CPCT02080284T
2147,CPCT02080285T
2148,CPCT02080287T
2149,CPCT02080288T
2150,CPCT02080290T
2151,CPCT02080291T
2152,CPCT02080294T
2153,CPCT02080295T
2154,CPCT02080296T
2155,CPCT02080297T
2156,CPCT02080300T
2157,CPCT02080302T
2158,CPCT02080303T
2159,CPCT02080304T
2160,CPCT02080307T
2161,CPCT02080308T
2162,CPCT02080311T
2163,CPCT02080312T
2164,CPCT02080313T
2165,CPCT02080314T
2166,CPCT02080315T
2167,CPCT02080317T
2168,CPCT02090002T
2169,CPCT02090003T
2170,CPCT02090004T
2171,CPCT02090005T
2172,CPCT02090006T
2173,CPCT02090009T
2174,CPCT02090011T
2175,CPCT02090012T
2176,CPCT02090014T
2177,CPCT02090015T
2178,CPCT02090018T
2179,CPCT02090019T
2180,CPCT02090020T
2181,CPCT02090021T
2182,CPCT02090023T
2183,CPCT02090026T
2184,CPCT02090027T
2185,CPCT02090028T
2186,CPCT02090031T
2187,CPCT02090033T
2188,CPCT02090034T
2189,CPCT02090035T
2190,CPCT02090036T
2191,CPCT02090037T
2192,CPCT02090038T
2193,CPCT02090039T
2194,CPCT02090042T
2195,CPCT02090043T
2196,CPCT02090044T
2197,CPCT02090047T
2198,CPCT02090050T
2199,CPCT02090052T
2200,CPCT02090053T
2201,CPCT02090057T
2202,CPCT02090058T
2203,CPCT02090059T
2204,CPCT02090060T
2205,CPCT02090062T
2206,CPCT02090063T
2207,CPCT02090064T
2208,CPCT02090065T
2209,CPCT02100001TII
2210,CPCT02100001TIII
2211,CPCT02100002T
2212,CPCT02100007T
2213,CPCT02100009T
2214,CPCT02100011T
2215,CPCT02100013T
2216,CPCT02100013TII
2217,CPCT02100017T
2218,CPCT02100019T
2219,CPCT02100020T
2220,CPCT02100021T
2221,CPCT02100023T
2222,CPCT02100024T
2223,CPCT02100026T
2224,CPCT02100027T
2225,CPCT02100028T
2226,CPCT02100029T
2227,CPCT02100030T
2228,CPCT02100032T
2229,CPCT02100033T
2230,CPCT02100035T
2231,CPCT02100036T
2232,CPCT02100037T
2233,CPCT02100041T
2234,CPCT02100042T
2235,CPCT02100043T
2236,CPCT02100044T
2237,CPCT02100048T
2238,CPCT02100049T
2239,CPCT02100050T
2240,CPCT02100051T
2241,CPCT02100055T
2242,CPCT02100056T
2243,CPCT02100057T
2244,CPCT02100058T
2245,CPCT02100064T
2246,CPCT02100066T
2247,CPCT02100067T
2248,CPCT02100067TII
2249,CPCT02100072T
2250,CPCT02100075T
2251,CPCT02100076T
2252,CPCT02100077T
2253,CPCT02100079T
2254,CPCT02100081T
2255,CPCT02100084T
2256,CPCT02100085T
2257,CPCT02100086T
2258,CPCT02100087T
2259,CPCT02100089T
2260,CPCT02100090T
2261,CPCT02100091T
2262,CPCT02100092T
2263,CPCT02100093T
2264,CPCT02100094T
2265,CPCT02100095T
2266,CPCT02100098T
2267,CPCT02100101T
2268,CPCT02100102T
2269,CPCT02100104T
2270,CPCT02100105T
2271,CPCT02100106T
2272,CPCT02100107T
2273,CPCT02100108T
2274,CPCT02100110T
2275,CPCT02100112T
2276,CPCT02100115T
2277,CPCT02100116T
2278,CPCT02100117T
2279,CPCT02100119T
2280,CPCT02100120T
2281,CPCT02100121T
2282,CPCT02100122T
2283,CPCT02100125T
2284,CPCT02100126T
2285,CPCT02100127T
2286,CPCT02100129T
2287,CPCT02100130T
2288,CPCT02100131T
2289,CPCT02100132T
2290,CPCT02100133T
2291,CPCT02100134T
2292,CPCT02100135T
2293,CPCT02100137T
2294,CPCT02100138T
2295,CPCT02100139T
2296,CPCT02100140T
2297,CPCT02100141T
2298,CPCT02100144T
2299,CPCT02100145T
2300,CPCT02100147T
2301,CPCT02100149T
2302,CPCT02100151T
2303,CPCT02100152T
2304,CPCT02100156T
2305,CPCT02100159T
2306,CPCT02100161T
2307,CPCT02100163T
2308,CPCT02100164T
2309,CPCT02100165T
2310,CPCT02100166T
2311,CPCT02100169T
2312,CPCT02100170T
2313,CPCT02100172T
2314,CPCT02100173T
2315,CPCT02100174T
2316,CPCT02100176T
2317,CPCT02100178T
2318,CPCT02100182T
2319,CPCT02100184T
2320,CPCT02100186T
2321,CPCT02100187T
2322,CPCT02100189T
2323,CPCT02100190T
2324,CPCT02100194T
2325,CPCT02100195T
2326,CPCT02100200T
2327,CPCT02100202T
2328,CPCT02100203T
2329,CPCT02100205T
2330,CPCT02110002T
2331,CPCT02110003T
2332,CPCT02110004T
2333,CPCT02110007T
2334,CPCT02110008T
2335,CPCT02110011T
2336,CPCT02110012T
2337,CPCT02110013T
2338,CPCT02110016T
2339,CPCT02110017T
2340,CPCT02110018T
2341,CPCT02110020T
2342,CPCT02110023T
2343,CPCT02110024T
2344,CPCT02110026T
2345,CPCT02110028T
2346,CPCT02110029T
2347,CPCT02110030T
2348,CPCT02110031T
2349,CPCT02110032T
2350,CPCT02110033T
2351,CPCT02110035T
2352,CPCT02110036T
2353,CPCT02110040T
2354,CPCT02110041T
2355,CPCT02110042T
2356,CPCT02110046T
2357,CPCT02110049T
2358,CPCT02110050T
2359,CPCT02110056T
2360,CPCT02110057T
2361,CPCT02110059T
2362,CPCT02110060T
2363,CPCT02110061T
2364,CPCT02110062T
2365,CPCT02110063T
2366,CPCT02110064T
2367,CPCT02110069T
2368,CPCT02110071T
2369,CPCT02110073T
2370,CPCT02110074T
2371,CPCT02110075T
2372,CPCT02110076T
2373,CPCT02110077T
2374,CPCT02110079T
2375,CPCT02110080T
2376,CPCT02110088T
2377,CPCT02110089T
2378,CPCT02110090T
2379,CPCT02110091T
2380,CPCT02110092T
2381,CPCT02120001T
2382,CPCT02120002T
2383,CPCT02120004T
2384,CPCT02120005T
2385,CPCT02120007T
2386,CPCT02120008T
2387,CPCT02120011T
2388,CPCT02120012T
2389,CPCT02120013T
2390,CPCT02120014T
2391,CPCT02120016T
2392,CPCT02120020T
2393,CPCT02120021T
2394,CPCT02120022T
2395,CPCT02120023T
2396,CPCT02120024T
2397,CPCT02120027T
2398,CPCT02120028T
2399,CPCT02120029T
2400,CPCT02120030T
2401,CPCT02120031T
2402,CPCT02120033T
